"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"11.09.2019 21:30 - 11.09.2019 21:45","54646","59713"
"11.09.2019 21:45 - 11.09.2019 22:00","53689","58604"
"11.09.2019 22:00 - 11.09.2019 22:15","52957","57271"
"11.09.2019 22:15 - 11.09.2019 22:30","51890","56245"
"11.09.2019 22:30 - 11.09.2019 22:45","50878","54872"
"11.09.2019 22:45 - 11.09.2019 23:00","49893","53764"
"11.09.2019 23:00 - 11.09.2019 23:15","48763","52210"
"11.09.2019 23:15 - 11.09.2019 23:30","47841","51637"
"11.09.2019 23:30 - 11.09.2019 23:45","47155","50801"
"11.09.2019 23:45 - 12.09.2019 00:00","46454","50330"
"12.09.2019 00:00 - 12.09.2019 00:15","45238","49628"
"12.09.2019 00:15 - 12.09.2019 00:30","44882","48816"
"12.09.2019 00:30 - 12.09.2019 00:45","44458","48285"
"12.09.2019 00:45 - 12.09.2019 01:00","44015","47818"
"12.09.2019 01:00 - 12.09.2019 01:15","43781","47164"
"12.09.2019 01:15 - 12.09.2019 01:30","43487","46610"
"12.09.2019 01:30 - 12.09.2019 01:45","43014","46182"
"12.09.2019 01:45 - 12.09.2019 02:00","42947","46255"
"12.09.2019 02:00 - 12.09.2019 02:15","42515","45687"
"12.09.2019 02:15 - 12.09.2019 02:30","42350","45443"
"12.09.2019 02:30 - 12.09.2019 02:45","42362","45566"
"12.09.2019 02:45 - 12.09.2019 03:00","42462","45568"
"12.09.2019 03:00 - 12.09.2019 03:15","42618","45694"
"12.09.2019 03:15 - 12.09.2019 03:30","42671","45426"
"12.09.2019 03:30 - 12.09.2019 03:45","42728","45309"
"12.09.2019 03:45 - 12.09.2019 04:00","42872","45440"
"12.09.2019 04:00 - 12.09.2019 04:15","43196","45780"
"12.09.2019 04:15 - 12.09.2019 04:30","43535","45998"
"12.09.2019 04:30 - 12.09.2019 04:45","43977","46313"
"12.09.2019 04:45 - 12.09.2019 05:00","44438","47006"
"12.09.2019 05:00 - 12.09.2019 05:15","45728","48504"
"12.09.2019 05:15 - 12.09.2019 05:30","46539","49056"
"12.09.2019 05:30 - 12.09.2019 05:45","47718","50667"
"12.09.2019 05:45 - 12.09.2019 06:00","49309","52415"
"12.09.2019 06:00 - 12.09.2019 06:15","52584","55950"
"12.09.2019 06:15 - 12.09.2019 06:30","54799","58421"
"12.09.2019 06:30 - 12.09.2019 06:45","56350","59920"
"12.09.2019 06:45 - 12.09.2019 07:00","57319","61147"
"12.09.2019 07:00 - 12.09.2019 07:15","58698","62621"
"12.09.2019 07:15 - 12.09.2019 07:30","59618","63636"
"12.09.2019 07:30 - 12.09.2019 07:45","60663","64303"
"12.09.2019 07:45 - 12.09.2019 08:00","61545","65076"
"12.09.2019 08:00 - 12.09.2019 08:15","62156","65702"
"12.09.2019 08:15 - 12.09.2019 08:30","62696","66204"
"12.09.2019 08:30 - 12.09.2019 08:45","63101","66215"
"12.09.2019 08:45 - 12.09.2019 09:00","63370","66285"
"12.09.2019 09:00 - 12.09.2019 09:15","63208","65957"
"12.09.2019 09:15 - 12.09.2019 09:30","63757","66241"
"12.09.2019 09:30 - 12.09.2019 09:45","64428","66548"
"12.09.2019 09:45 - 12.09.2019 10:00","64791","66809"
"12.09.2019 10:00 - 12.09.2019 10:15","64650","67036"
"12.09.2019 10:15 - 12.09.2019 10:30","65045","67355"
"12.09.2019 10:30 - 12.09.2019 10:45","65753","67818"
"12.09.2019 10:45 - 12.09.2019 11:00","66060","68083"
"12.09.2019 11:00 - 12.09.2019 11:15","66471","68012"
"12.09.2019 11:15 - 12.09.2019 11:30","67133","68388"
"12.09.2019 11:30 - 12.09.2019 11:45","67332","68885"
"12.09.2019 11:45 - 12.09.2019 12:00","67522","69019"
"12.09.2019 12:00 - 12.09.2019 12:15","66826","68196"
"12.09.2019 12:15 - 12.09.2019 12:30","66690","67957"
"12.09.2019 12:30 - 12.09.2019 12:45","66486","68032"
"12.09.2019 12:45 - 12.09.2019 13:00","66460","68149"
"12.09.2019 13:00 - 12.09.2019 13:15","66328","68006"
"12.09.2019 13:15 - 12.09.2019 13:30","65991","67951"
"12.09.2019 13:30 - 12.09.2019 13:45","65910","67517"
"12.09.2019 13:45 - 12.09.2019 14:00","65237","66903"
"12.09.2019 14:00 - 12.09.2019 14:15","64962","66633"
"12.09.2019 14:15 - 12.09.2019 14:30","64971","66583"
"12.09.2019 14:30 - 12.09.2019 14:45","64831","66223"
"12.09.2019 14:45 - 12.09.2019 15:00","64464","65945"
"12.09.2019 15:00 - 12.09.2019 15:15","64437","65763"
"12.09.2019 15:15 - 12.09.2019 15:30","64012","65408"
"12.09.2019 15:30 - 12.09.2019 15:45","63799","65031"
"12.09.2019 15:45 - 12.09.2019 16:00","63247","64607"
"12.09.2019 16:00 - 12.09.2019 16:15","63060","64414"
"12.09.2019 16:15 - 12.09.2019 16:30","62490","64303"
"12.09.2019 16:30 - 12.09.2019 16:45","62177","63770"
"12.09.2019 16:45 - 12.09.2019 17:00","61856","63611"
"12.09.2019 17:00 - 12.09.2019 17:15","61893","63651"
"12.09.2019 17:15 - 12.09.2019 17:30","61796","63593"
"12.09.2019 17:30 - 12.09.2019 17:45","61614","63304"
"12.09.2019 17:45 - 12.09.2019 18:00","61480","63404"
"12.09.2019 18:00 - 12.09.2019 18:15","61145","63489"
"12.09.2019 18:15 - 12.09.2019 18:30","60985","63056"
"12.09.2019 18:30 - 12.09.2019 18:45","60844","62934"
"12.09.2019 18:45 - 12.09.2019 19:00","60765","63299"
"12.09.2019 19:00 - 12.09.2019 19:15","60652","63422"
"12.09.2019 19:15 - 12.09.2019 19:30","60238","63036"
"12.09.2019 19:30 - 12.09.2019 19:45","59942","62986"
"12.09.2019 19:45 - 12.09.2019 20:00","60124","63450"
"12.09.2019 20:00 - 12.09.2019 20:15","59700","63790"
"12.09.2019 20:15 - 12.09.2019 20:30","59157","63462"
"12.09.2019 20:30 - 12.09.2019 20:45","58549","62844"
"12.09.2019 20:45 - 12.09.2019 21:00","57814","62107"
"12.09.2019 21:00 - 12.09.2019 21:15","56967","60626"
"12.09.2019 21:15 - 12.09.2019 21:30","55924","59559"
"12.09.2019 21:30 - 12.09.2019 21:45","54874","58417"
"12.09.2019 21:45 - 12.09.2019 22:00","53924","57523"
"12.09.2019 22:00 - 12.09.2019 22:15","53168","56099"
"12.09.2019 22:15 - 12.09.2019 22:30","52022","54826"
"12.09.2019 22:30 - 12.09.2019 22:45","50955","53783"
"12.09.2019 22:45 - 12.09.2019 23:00","49973","52965"
"12.09.2019 23:00 - 12.09.2019 23:15","48893","51730"
"12.09.2019 23:15 - 12.09.2019 23:30","47909","50781"
"12.09.2019 23:30 - 12.09.2019 23:45","47179","49893"
"12.09.2019 23:45 - 13.09.2019 00:00","46518","49264"
"13.09.2019 00:00 - 13.09.2019 00:15","47610","48174"
"13.09.2019 00:15 - 13.09.2019 00:30","47100","47545"
"13.09.2019 00:30 - 13.09.2019 00:45","46599","47202"
"13.09.2019 00:45 - 13.09.2019 01:00","46093","47041"
"13.09.2019 01:00 - 13.09.2019 01:15","45620","46774"
"13.09.2019 01:15 - 13.09.2019 01:30","45199","46420"
"13.09.2019 01:30 - 13.09.2019 01:45","44774","46494"
"13.09.2019 01:45 - 13.09.2019 02:00","44612","46547"
"13.09.2019 02:00 - 13.09.2019 02:15","44099","46122"
"13.09.2019 02:15 - 13.09.2019 02:30","43973","45974"
"13.09.2019 02:30 - 13.09.2019 02:45","43934","46161"
"13.09.2019 02:45 - 13.09.2019 03:00","43998","46467"
"13.09.2019 03:00 - 13.09.2019 03:15","44042","46350"
"13.09.2019 03:15 - 13.09.2019 03:30","44031","46160"
"13.09.2019 03:30 - 13.09.2019 03:45","43977","46814"
"13.09.2019 03:45 - 13.09.2019 04:00","44076","46820"
"13.09.2019 04:00 - 13.09.2019 04:15","44440","47079"
"13.09.2019 04:15 - 13.09.2019 04:30","44727","47248"
"13.09.2019 04:30 - 13.09.2019 04:45","45090","47409"
"13.09.2019 04:45 - 13.09.2019 05:00","45657","48216"
"13.09.2019 05:00 - 13.09.2019 05:15","47082","49688"
"13.09.2019 05:15 - 13.09.2019 05:30","47867","50517"
"13.09.2019 05:30 - 13.09.2019 05:45","48868","51836"
"13.09.2019 05:45 - 13.09.2019 06:00","50229","53680"
"13.09.2019 06:00 - 13.09.2019 06:15","53145","57306"
"13.09.2019 06:15 - 13.09.2019 06:30","55305","59831"
"13.09.2019 06:30 - 13.09.2019 06:45","56711","61033"
"13.09.2019 06:45 - 13.09.2019 07:00","57699","62255"
"13.09.2019 07:00 - 13.09.2019 07:15","58953","63685"
"13.09.2019 07:15 - 13.09.2019 07:30","59932","64384"
"13.09.2019 07:30 - 13.09.2019 07:45","60938","65116"
"13.09.2019 07:45 - 13.09.2019 08:00","61935","65700"
"13.09.2019 08:00 - 13.09.2019 08:15","62807","66550"
"13.09.2019 08:15 - 13.09.2019 08:30","63274","66910"
"13.09.2019 08:30 - 13.09.2019 08:45","63842","67345"
"13.09.2019 08:45 - 13.09.2019 09:00","64081","67517"
"13.09.2019 09:00 - 13.09.2019 09:15","63962","67228"
"13.09.2019 09:15 - 13.09.2019 09:30","64311","67568"
"13.09.2019 09:30 - 13.09.2019 09:45","64865","67936"
"13.09.2019 09:45 - 13.09.2019 10:00","65221","68588"
"13.09.2019 10:00 - 13.09.2019 10:15","65279","68694"
"13.09.2019 10:15 - 13.09.2019 10:30","65656","68881"
"13.09.2019 10:30 - 13.09.2019 10:45","66127","69543"
"13.09.2019 10:45 - 13.09.2019 11:00","66439","70049"
"13.09.2019 11:00 - 13.09.2019 11:15","66692","70016"
"13.09.2019 11:15 - 13.09.2019 11:30","67237","70036"
"13.09.2019 11:30 - 13.09.2019 11:45","67575","70315"
"13.09.2019 11:45 - 13.09.2019 12:00","67759","70450"
"13.09.2019 12:00 - 13.09.2019 12:15","67567","69446"
"13.09.2019 12:15 - 13.09.2019 12:30","67389","69037"
"13.09.2019 12:30 - 13.09.2019 12:45","67282","68613"
"13.09.2019 12:45 - 13.09.2019 13:00","66965","68293"
"13.09.2019 13:00 - 13.09.2019 13:15","66728","68228"
"13.09.2019 13:15 - 13.09.2019 13:30","66334","67766"
"13.09.2019 13:30 - 13.09.2019 13:45","65930","67099"
"13.09.2019 13:45 - 13.09.2019 14:00","65319","66776"
"13.09.2019 14:00 - 13.09.2019 14:15","65215","66518"
"13.09.2019 14:15 - 13.09.2019 14:30","65096","66246"
"13.09.2019 14:30 - 13.09.2019 14:45","64763","65547"
"13.09.2019 14:45 - 13.09.2019 15:00","64303","65184"
"13.09.2019 15:00 - 13.09.2019 15:15","64138","64997"
"13.09.2019 15:15 - 13.09.2019 15:30","63768","64367"
"13.09.2019 15:30 - 13.09.2019 15:45","63421","63834"
"13.09.2019 15:45 - 13.09.2019 16:00","62810","63260"
"13.09.2019 16:00 - 13.09.2019 16:15","62436","63351"
"13.09.2019 16:15 - 13.09.2019 16:30","62023","63094"
"13.09.2019 16:30 - 13.09.2019 16:45","61927","62168"
"13.09.2019 16:45 - 13.09.2019 17:00","61522","61878"
"13.09.2019 17:00 - 13.09.2019 17:15","61617","62109"
"13.09.2019 17:15 - 13.09.2019 17:30","61514","61998"
"13.09.2019 17:30 - 13.09.2019 17:45","61207","62016"
"13.09.2019 17:45 - 13.09.2019 18:00","61015","61755"
"13.09.2019 18:00 - 13.09.2019 18:15","60886","61581"
"13.09.2019 18:15 - 13.09.2019 18:30","60735","61138"
"13.09.2019 18:30 - 13.09.2019 18:45","60404","60945"
"13.09.2019 18:45 - 13.09.2019 19:00","60334","61128"
"13.09.2019 19:00 - 13.09.2019 19:15","60395","61080"
"13.09.2019 19:15 - 13.09.2019 19:30","60085","60775"
"13.09.2019 19:30 - 13.09.2019 19:45","59999","61048"
"13.09.2019 19:45 - 13.09.2019 20:00","60002","61690"
"13.09.2019 20:00 - 13.09.2019 20:15","59602","61708"
"13.09.2019 20:15 - 13.09.2019 20:30","58906","60859"
"13.09.2019 20:30 - 13.09.2019 20:45","58083","59917"
"13.09.2019 20:45 - 13.09.2019 21:00","57369","59017"
"13.09.2019 21:00 - 13.09.2019 21:15","56604","57926"
"13.09.2019 21:15 - 13.09.2019 21:30","55502","56886"
"13.09.2019 21:30 - 13.09.2019 21:45","54535","55783"
"13.09.2019 21:45 - 13.09.2019 22:00","53625","54683"
"13.09.2019 22:00 - 13.09.2019 22:15","52924","53686"
"13.09.2019 22:15 - 13.09.2019 22:30","51888","52663"
"13.09.2019 22:30 - 13.09.2019 22:45","50824","51545"
"13.09.2019 22:45 - 13.09.2019 23:00","50030","50784"
"13.09.2019 23:00 - 13.09.2019 23:15","48921","49701"
"13.09.2019 23:15 - 13.09.2019 23:30","48215","48592"
"13.09.2019 23:30 - 13.09.2019 23:45","47612","47802"
"13.09.2019 23:45 - 14.09.2019 00:00","46834","47149"
"14.09.2019 00:00 - 14.09.2019 00:15","44789","46051"
"14.09.2019 00:15 - 14.09.2019 00:30","44277","45629"
"14.09.2019 00:30 - 14.09.2019 00:45","43751","45137"
"14.09.2019 00:45 - 14.09.2019 01:00","43240","44348"
"14.09.2019 01:00 - 14.09.2019 01:15","42860","43881"
"14.09.2019 01:15 - 14.09.2019 01:30","42470","43198"
"14.09.2019 01:30 - 14.09.2019 01:45","41962","42860"
"14.09.2019 01:45 - 14.09.2019 02:00","41818","42679"
"14.09.2019 02:00 - 14.09.2019 02:15","41153","42124"
"14.09.2019 02:15 - 14.09.2019 02:30","40947","41885"
"14.09.2019 02:30 - 14.09.2019 02:45","40778","41680"
"14.09.2019 02:45 - 14.09.2019 03:00","40736","41296"
"14.09.2019 03:00 - 14.09.2019 03:15","40616","41308"
"14.09.2019 03:15 - 14.09.2019 03:30","40442","41209"
"14.09.2019 03:30 - 14.09.2019 03:45","40311","40962"
"14.09.2019 03:45 - 14.09.2019 04:00","40227","41056"
"14.09.2019 04:00 - 14.09.2019 04:15","40319","41505"
"14.09.2019 04:15 - 14.09.2019 04:30","40329","41520"
"14.09.2019 04:30 - 14.09.2019 04:45","40337","41511"
"14.09.2019 04:45 - 14.09.2019 05:00","40400","41732"
"14.09.2019 05:00 - 14.09.2019 05:15","40896","42132"
"14.09.2019 05:15 - 14.09.2019 05:30","40878","42201"
"14.09.2019 05:30 - 14.09.2019 05:45","40976","42276"
"14.09.2019 05:45 - 14.09.2019 06:00","41211","42760"
"14.09.2019 06:00 - 14.09.2019 06:15","41992","44032"
"14.09.2019 06:15 - 14.09.2019 06:30","42640","44790"
"14.09.2019 06:30 - 14.09.2019 06:45","42967","44781"
"14.09.2019 06:45 - 14.09.2019 07:00","43283","44791"
"14.09.2019 07:00 - 14.09.2019 07:15","44113","45940"
"14.09.2019 07:15 - 14.09.2019 07:30","44610","46546"
"14.09.2019 07:30 - 14.09.2019 07:45","45474","47543"
"14.09.2019 07:45 - 14.09.2019 08:00","46333","48311"
"14.09.2019 08:00 - 14.09.2019 08:15","47387","49480"
"14.09.2019 08:15 - 14.09.2019 08:30","48193","50281"
"14.09.2019 08:30 - 14.09.2019 08:45","48923","51139"
"14.09.2019 08:45 - 14.09.2019 09:00","49586","51875"
"14.09.2019 09:00 - 14.09.2019 09:15","50247","52510"
"14.09.2019 09:15 - 14.09.2019 09:30","50743","53055"
"14.09.2019 09:30 - 14.09.2019 09:45","51421","53859"
"14.09.2019 09:45 - 14.09.2019 10:00","51856","54517"
"14.09.2019 10:00 - 14.09.2019 10:15","52133","54786"
"14.09.2019 10:15 - 14.09.2019 10:30","52633","55242"
"14.09.2019 10:30 - 14.09.2019 10:45","52952","55630"
"14.09.2019 10:45 - 14.09.2019 11:00","53265","55661"
"14.09.2019 11:00 - 14.09.2019 11:15","53634","56299"
"14.09.2019 11:15 - 14.09.2019 11:30","54049","56442"
"14.09.2019 11:30 - 14.09.2019 11:45","54262","56352"
"14.09.2019 11:45 - 14.09.2019 12:00","54353","56204"
"14.09.2019 12:00 - 14.09.2019 12:15","53960","55943"
"14.09.2019 12:15 - 14.09.2019 12:30","53740","55675"
"14.09.2019 12:30 - 14.09.2019 12:45","53406","55280"
"14.09.2019 12:45 - 14.09.2019 13:00","53039","54731"
"14.09.2019 13:00 - 14.09.2019 13:15","52509","54493"
"14.09.2019 13:15 - 14.09.2019 13:30","52040","53930"
"14.09.2019 13:30 - 14.09.2019 13:45","51694","53415"
"14.09.2019 13:45 - 14.09.2019 14:00","50986","52827"
"14.09.2019 14:00 - 14.09.2019 14:15","50492","52575"
"14.09.2019 14:15 - 14.09.2019 14:30","50197","52170"
"14.09.2019 14:30 - 14.09.2019 14:45","49796","51783"
"14.09.2019 14:45 - 14.09.2019 15:00","49509","51707"
"14.09.2019 15:00 - 14.09.2019 15:15","49417","51521"
"14.09.2019 15:15 - 14.09.2019 15:30","49211","51465"
"14.09.2019 15:30 - 14.09.2019 15:45","49185","51207"
"14.09.2019 15:45 - 14.09.2019 16:00","49055","51183"
"14.09.2019 16:00 - 14.09.2019 16:15","49048","50953"
"14.09.2019 16:15 - 14.09.2019 16:30","48907","51095"
"14.09.2019 16:30 - 14.09.2019 16:45","49205","51002"
"14.09.2019 16:45 - 14.09.2019 17:00","49105","50598"
"14.09.2019 17:00 - 14.09.2019 17:15","49493","51014"
"14.09.2019 17:15 - 14.09.2019 17:30","49652","51278"
"14.09.2019 17:30 - 14.09.2019 17:45","49859","51231"
"14.09.2019 17:45 - 14.09.2019 18:00","50035","51347"
"14.09.2019 18:00 - 14.09.2019 18:15","50219","51908"
"14.09.2019 18:15 - 14.09.2019 18:30","49995","51730"
"14.09.2019 18:30 - 14.09.2019 18:45","50041","51751"
"14.09.2019 18:45 - 14.09.2019 19:00","49976","51496"
"14.09.2019 19:00 - 14.09.2019 19:15","50156","51510"
"14.09.2019 19:15 - 14.09.2019 19:30","49748","51582"
"14.09.2019 19:30 - 14.09.2019 19:45","49865","51807"
"14.09.2019 19:45 - 14.09.2019 20:00","49750","52300"
"14.09.2019 20:00 - 14.09.2019 20:15","49546","52672"
"14.09.2019 20:15 - 14.09.2019 20:30","49159","52038"
"14.09.2019 20:30 - 14.09.2019 20:45","48784","51367"
"14.09.2019 20:45 - 14.09.2019 21:00","48114","50856"
"14.09.2019 21:00 - 14.09.2019 21:15","47580","50003"
"14.09.2019 21:15 - 14.09.2019 21:30","46852","49253"
"14.09.2019 21:30 - 14.09.2019 21:45","46210","48198"
"14.09.2019 21:45 - 14.09.2019 22:00","45745","47886"
"14.09.2019 22:00 - 14.09.2019 22:15","45456","47403"
"14.09.2019 22:15 - 14.09.2019 22:30","44676","46767"
"14.09.2019 22:30 - 14.09.2019 22:45","44015","45734"
"14.09.2019 22:45 - 14.09.2019 23:00","43457","45183"
"14.09.2019 23:00 - 14.09.2019 23:15","42712","44326"
"14.09.2019 23:15 - 14.09.2019 23:30","42126","43687"
"14.09.2019 23:30 - 14.09.2019 23:45","41493","42797"
"14.09.2019 23:45 - 15.09.2019 00:00","40908","42673"
"15.09.2019 00:00 - 15.09.2019 00:15","38928","41970"
"15.09.2019 00:15 - 15.09.2019 00:30","38537","41757"
"15.09.2019 00:30 - 15.09.2019 00:45","37960","41438"
"15.09.2019 00:45 - 15.09.2019 01:00","37614","41078"
"15.09.2019 01:00 - 15.09.2019 01:15","37254","40506"
"15.09.2019 01:15 - 15.09.2019 01:30","36845","40046"
"15.09.2019 01:30 - 15.09.2019 01:45","36404","39746"
"15.09.2019 01:45 - 15.09.2019 02:00","36316","39739"
"15.09.2019 02:00 - 15.09.2019 02:15","35966","39492"
"15.09.2019 02:15 - 15.09.2019 02:30","35763","39205"
"15.09.2019 02:30 - 15.09.2019 02:45","35603","38996"
"15.09.2019 02:45 - 15.09.2019 03:00","35411","39325"
"15.09.2019 03:00 - 15.09.2019 03:15","35328","39194"
"15.09.2019 03:15 - 15.09.2019 03:30","35307","39119"
"15.09.2019 03:30 - 15.09.2019 03:45","35200","38964"
"15.09.2019 03:45 - 15.09.2019 04:00","35187","38986"
"15.09.2019 04:00 - 15.09.2019 04:15","35243","38937"
"15.09.2019 04:15 - 15.09.2019 04:30","35311","38913"
"15.09.2019 04:30 - 15.09.2019 04:45","35322","39050"
"15.09.2019 04:45 - 15.09.2019 05:00","35483","39065"
"15.09.2019 05:00 - 15.09.2019 05:15","35696","39701"
"15.09.2019 05:15 - 15.09.2019 05:30","35650","39751"
"15.09.2019 05:30 - 15.09.2019 05:45","35745","39903"
"15.09.2019 05:45 - 15.09.2019 06:00","35816","40114"
"15.09.2019 06:00 - 15.09.2019 06:15","36212","40694"
"15.09.2019 06:15 - 15.09.2019 06:30","36434","40863"
"15.09.2019 06:30 - 15.09.2019 06:45","36510","41044"
"15.09.2019 06:45 - 15.09.2019 07:00","36751","41076"
"15.09.2019 07:00 - 15.09.2019 07:15","37263","41668"
"15.09.2019 07:15 - 15.09.2019 07:30","37561","42507"
"15.09.2019 07:30 - 15.09.2019 07:45","38328","43214"
"15.09.2019 07:45 - 15.09.2019 08:00","39074","44180"
"15.09.2019 08:00 - 15.09.2019 08:15","40117","45230"
"15.09.2019 08:15 - 15.09.2019 08:30","41092","45863"
"15.09.2019 08:30 - 15.09.2019 08:45","41722","46800"
"15.09.2019 08:45 - 15.09.2019 09:00","42676","47467"
"15.09.2019 09:00 - 15.09.2019 09:15","43513","48297"
"15.09.2019 09:15 - 15.09.2019 09:30","44358","48727"
"15.09.2019 09:30 - 15.09.2019 09:45","45146","49430"
"15.09.2019 09:45 - 15.09.2019 10:00","45734","50161"
"15.09.2019 10:00 - 15.09.2019 10:15","46191","50126"
"15.09.2019 10:15 - 15.09.2019 10:30","46986","50648"
"15.09.2019 10:30 - 15.09.2019 10:45","47396","51799"
"15.09.2019 10:45 - 15.09.2019 11:00","47851","51927"
"15.09.2019 11:00 - 15.09.2019 11:15","48654","52174"
"15.09.2019 11:15 - 15.09.2019 11:30","49090","52483"
"15.09.2019 11:30 - 15.09.2019 11:45","49583","52946"
"15.09.2019 11:45 - 15.09.2019 12:00","49852","52971"
"15.09.2019 12:00 - 15.09.2019 12:15","49489","52863"
"15.09.2019 12:15 - 15.09.2019 12:30","49290","52650"
"15.09.2019 12:30 - 15.09.2019 12:45","48820","52355"
"15.09.2019 12:45 - 15.09.2019 13:00","48564","51965"
"15.09.2019 13:00 - 15.09.2019 13:15","47819","51609"
"15.09.2019 13:15 - 15.09.2019 13:30","47420","51284"
"15.09.2019 13:30 - 15.09.2019 13:45","46976","51056"
"15.09.2019 13:45 - 15.09.2019 14:00","46528","50435"
"15.09.2019 14:00 - 15.09.2019 14:15","46338","50222"
"15.09.2019 14:15 - 15.09.2019 14:30","46082","49804"
"15.09.2019 14:30 - 15.09.2019 14:45","45895","49589"
"15.09.2019 14:45 - 15.09.2019 15:00","45780","49369"
"15.09.2019 15:00 - 15.09.2019 15:15","45911","49284"
"15.09.2019 15:15 - 15.09.2019 15:30","45549","49014"
"15.09.2019 15:30 - 15.09.2019 15:45","45404","48822"
"15.09.2019 15:45 - 15.09.2019 16:00","45279","48550"
"15.09.2019 16:00 - 15.09.2019 16:15","45251","48761"
"15.09.2019 16:15 - 15.09.2019 16:30","45232","48511"
"15.09.2019 16:30 - 15.09.2019 16:45","45369","48835"
"15.09.2019 16:45 - 15.09.2019 17:00","45443","49000"
"15.09.2019 17:00 - 15.09.2019 17:15","45915","49712"
"15.09.2019 17:15 - 15.09.2019 17:30","46183","50010"
"15.09.2019 17:30 - 15.09.2019 17:45","46489","50219"
"15.09.2019 17:45 - 15.09.2019 18:00","46770","50404"
"15.09.2019 18:00 - 15.09.2019 18:15","47246","51354"
"15.09.2019 18:15 - 15.09.2019 18:30","47402","51324"
"15.09.2019 18:30 - 15.09.2019 18:45","47393","51469"
"15.09.2019 18:45 - 15.09.2019 19:00","47341","51700"
"15.09.2019 19:00 - 15.09.2019 19:15","47534","51893"
"15.09.2019 19:15 - 15.09.2019 19:30","47411","51875"
"15.09.2019 19:30 - 15.09.2019 19:45","47536","52398"
"15.09.2019 19:45 - 15.09.2019 20:00","47692","53098"
"15.09.2019 20:00 - 15.09.2019 20:15","47922","53833"
"15.09.2019 20:15 - 15.09.2019 20:30","47714","53370"
"15.09.2019 20:30 - 15.09.2019 20:45","47485","52631"
"15.09.2019 20:45 - 15.09.2019 21:00","46994","52020"
"15.09.2019 21:00 - 15.09.2019 21:15","46652","51461"
"15.09.2019 21:15 - 15.09.2019 21:30","46149","50459"
"15.09.2019 21:30 - 15.09.2019 21:45","45730","50241"
"15.09.2019 21:45 - 15.09.2019 22:00","45620","50203"
"15.09.2019 22:00 - 15.09.2019 22:15","45495","49674"
"15.09.2019 22:15 - 15.09.2019 22:30","44834","48820"
"15.09.2019 22:30 - 15.09.2019 22:45","44162","47947"
"15.09.2019 22:45 - 15.09.2019 23:00","43513","47313"
"15.09.2019 23:00 - 15.09.2019 23:15","42814","46171"
"15.09.2019 23:15 - 15.09.2019 23:30","42218","45347"
"15.09.2019 23:30 - 15.09.2019 23:45","41587","44788"
"15.09.2019 23:45 - 16.09.2019 00:00","41070","44385"
"16.09.2019 00:00 - 16.09.2019 00:15","40323","43476"
"16.09.2019 00:15 - 16.09.2019 00:30","39972","42955"
"16.09.2019 00:30 - 16.09.2019 00:45","39589","42420"
"16.09.2019 00:45 - 16.09.2019 01:00","39224","42276"
"16.09.2019 01:00 - 16.09.2019 01:15","38955","41930"
