"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"24.10.2019 03:30 - 24.10.2019 03:45","0","0","0","2300","1334","1055","8385","6640","4368"
"24.10.2019 03:45 - 24.10.2019 04:00","0","0","0","2339","1379","1034","8280","6489","4281"
"24.10.2019 04:00 - 24.10.2019 04:15","0","0","0","2373","1360","994","8199","6258","4107"
"24.10.2019 04:15 - 24.10.2019 04:30","0","0","0","2415","1393","1059","8164","6105","3979"
"24.10.2019 04:30 - 24.10.2019 04:45","0","0","0","2458","1463","1098","8133","6041","3933"
"24.10.2019 04:45 - 24.10.2019 05:00","0","0","0","2501","1658","1205","8110","5894","3809"
"24.10.2019 05:00 - 24.10.2019 05:15","0","0","0","2548","1750","1399","8061","5917","3832"
"24.10.2019 05:15 - 24.10.2019 05:30","0","0","0","2564","1769","1524","8038","6015","3893"
"24.10.2019 05:30 - 24.10.2019 05:45","0","0","0","2583","2107","1809","8012","5883","3798"
"24.10.2019 05:45 - 24.10.2019 06:00","0","0","0","2599","2154","1894","7989","5693","3643"
"24.10.2019 06:00 - 24.10.2019 06:15","0","0","0","2597","2186","1875","7983","5602","3619"
"24.10.2019 06:15 - 24.10.2019 06:30","0","0","0","2578","2234","1862","7978","5615","3594"
"24.10.2019 06:30 - 24.10.2019 06:45","0","0","0","2561","2219","1883","7982","5714","3635"
"24.10.2019 06:45 - 24.10.2019 07:00","0","0","0","2541","2255","1887","7977","5957","3837"
"24.10.2019 07:00 - 24.10.2019 07:15","0","0","0","2531","2214","1867","7957","6232","4134"
"24.10.2019 07:15 - 24.10.2019 07:30","0","0","0","2516","2058","1760","7952","6481","4326"
"24.10.2019 07:30 - 24.10.2019 07:45","0","0","0","2504","1899","1595","7962","6828","4629"
"24.10.2019 07:45 - 24.10.2019 08:00","30","23","8","2491","1899","1579","7978","6897","4832"
"24.10.2019 08:00 - 24.10.2019 08:15","293","265","117","2477","1936","1489","7996","7000","4799"
"24.10.2019 08:15 - 24.10.2019 08:30","684","720","339","2478","1961","1483","7824","6896","4851"
"24.10.2019 08:30 - 24.10.2019 08:45","1161","1308","629","2473","1975","1417","7614","6857","4942"
"24.10.2019 08:45 - 24.10.2019 09:00","1783","2015","1028","2469","1975","1217","7398","6832","4976"
"24.10.2019 09:00 - 24.10.2019 09:15","2572","2833","1463","2460","1972","1131","7131","6706","4910"
"24.10.2019 09:15 - 24.10.2019 09:30","3453","3728","2004","2427","1943","1193","6812","6427","4767"
"24.10.2019 09:30 - 24.10.2019 09:45","4442","4697","2588","2394","1916","1194","6489","6141","4457"
"24.10.2019 09:45 - 24.10.2019 10:00","5481","5711","3158","2360","1885","1245","6172","5868","4169"
"24.10.2019 10:00 - 24.10.2019 10:15","6512","6709","3668","2328","1857","1230","5868","5603","3965"
"24.10.2019 10:15 - 24.10.2019 10:30","7573","7718","4261","2294","1852","1230","5582","5345","3813"
"24.10.2019 10:30 - 24.10.2019 10:45","8601","8707","4823","2260","1847","1136","5326","5109","3622"
"24.10.2019 10:45 - 24.10.2019 11:00","9653","9677","5294","2222","1840","920","5091","4893","3389"
"24.10.2019 11:00 - 24.10.2019 11:15","10621","10569","5752","2189","1841","1006","4904","4706","3149"
"24.10.2019 11:15 - 24.10.2019 11:30","11493","11388","6123","2129","1839","994","4779","4568","3016"
"24.10.2019 11:30 - 24.10.2019 11:45","12225","12100","6459","2066","1836","1027","4646","4429","3003"
"24.10.2019 11:45 - 24.10.2019 12:00","12934","12753","6811","2007","1837","996","4519","4303","2896"
"24.10.2019 12:00 - 24.10.2019 12:15","13555","13323","7150","1948","1832","1157","4426","4203","2932"
"24.10.2019 12:15 - 24.10.2019 12:30","14051","13835","7431","1922","1845","1185","4392","4147","2947"
"24.10.2019 12:30 - 24.10.2019 12:45","14360","14149","7586","1892","1854","1412","4385","4080","3040"
"24.10.2019 12:45 - 24.10.2019 13:00","14577","14400","7651","1865","1864","1455","4378","4006","3169"
"24.10.2019 13:00 - 24.10.2019 13:15","14697","14504","7741","1843","1882","1537","4408","3935","3307"
"24.10.2019 13:15 - 24.10.2019 13:30","14659","14486","7653","1841","1928","1554","4470","3935","3336"
"24.10.2019 13:30 - 24.10.2019 13:45","14500","14350","7321","1835","1972","1993","4535","3965","3399"
"24.10.2019 13:45 - 24.10.2019 14:00","14267","14129","7119","1831","2019","2052","4607","3999","3463"
"24.10.2019 14:00 - 24.10.2019 14:15","13916","14024","6891","1848","1781","2000","4669","4289","3633"
"24.10.2019 14:15 - 24.10.2019 14:30","13474","13551","6613","1926","1811","2007","4843","4416","3868"
"24.10.2019 14:30 - 24.10.2019 14:45","12813","12892","6362","1998","1841","2118","5021","4557","4105"
"24.10.2019 14:45 - 24.10.2019 15:00","12096","12205","6117","2071","1869","2350","5227","4722","4210"
"24.10.2019 15:00 - 24.10.2019 15:15","11297","11387","5762","2141","1909","2385","5449","4861","4296"
"24.10.2019 15:15 - 24.10.2019 15:30","10368","10482","5350","2215","1973","2382","5701","5054","4370"
"24.10.2019 15:30 - 24.10.2019 15:45","9347","9467","4877","2290","2045","2342","5957","5239","4593"
"24.10.2019 15:45 - 24.10.2019 16:00","8299","8424","4302","2367","2113","2227","6221","5431","4548"
"24.10.2019 16:00 - 24.10.2019 16:15","7164","7279","3716","2507","2257","2279","6528","5633","4306"
"24.10.2019 16:15 - 24.10.2019 16:30","6001","6105","3066","2601","2400","2414","6822","5836","4343"
"24.10.2019 16:30 - 24.10.2019 16:45","4870","4934","2488","2690","2543","2552","7130","6056","4378"
"24.10.2019 16:45 - 24.10.2019 17:00","3827","3847","1947","2786","2687","2650","7425","6269","4325"
"24.10.2019 17:00 - 24.10.2019 17:15","2813","2792","1390","2899","2834","2760","7744","6494","4428"
"24.10.2019 17:15 - 24.10.2019 17:30","1851","1793","871","3067","2953","2810","8331","6883","4608"
"24.10.2019 17:30 - 24.10.2019 17:45","1009","932","435","3229","3068","2785","8937","7280","5028"
"24.10.2019 17:45 - 24.10.2019 18:00","451","375","147","3371","3172","2852","9563","7706","5296"
"24.10.2019 18:00 - 24.10.2019 18:15","103","98","27","3657","3407","3404","10199","8114","5393"
"24.10.2019 18:15 - 24.10.2019 18:30","1","1","1","3878","3551","3416","10961","8595","6094"
"24.10.2019 18:30 - 24.10.2019 18:45","0","0","0","4035","3692","3545","11699","9051","6789"
"24.10.2019 18:45 - 24.10.2019 19:00","0","0","0","4184","3827","3587","12487","9534","7586"
"24.10.2019 19:00 - 24.10.2019 19:15","0","0","0","4325","3957","3819","13233","10033","8206"
"24.10.2019 19:15 - 24.10.2019 19:30","0","0","0","4440","4074","4039","13948","10516","8730"
"24.10.2019 19:30 - 24.10.2019 19:45","0","0","0","4551","4187","4285","14700","11022","9144"
"24.10.2019 19:45 - 24.10.2019 20:00","0","0","0","4661","4287","4404","15450","11525","9568"
"24.10.2019 20:00 - 24.10.2019 20:15","0","0","0","4744","4374","4456","16164","12028","9615"
"24.10.2019 20:15 - 24.10.2019 20:30","0","0","0","4793","4437","4476","16664","12514","9700"
"24.10.2019 20:30 - 24.10.2019 20:45","0","0","0","4841","4500","4472","17137","13008","9892"
"24.10.2019 20:45 - 24.10.2019 21:00","0","0","0","4883","4562","4627","17622","13521","10228"
"24.10.2019 21:00 - 24.10.2019 21:15","0","0","0","4923","4621","4651","18106","14001","10560"
"24.10.2019 21:15 - 24.10.2019 21:30","0","0","0","4952","4667","4573","18505","14470","10815"
"24.10.2019 21:30 - 24.10.2019 21:45","0","0","0","4982","4711","4581","18896","14936","11100"
"24.10.2019 21:45 - 24.10.2019 22:00","0","0","0","5002","4752","4596","19339","15434","11362"
"24.10.2019 22:00 - 24.10.2019 22:15","0","0","0","5020","4784","4622","19536","15720","11485"
"24.10.2019 22:15 - 24.10.2019 22:30","0","0","0","5035","4826","4650","19885","16126","11931"
"24.10.2019 22:30 - 24.10.2019 22:45","0","0","0","5050","4866","4595","20224","16539","12168"
"24.10.2019 22:45 - 24.10.2019 23:00","0","0","0","5060","4907","4558","20547","16944","12207"
"24.10.2019 23:00 - 24.10.2019 23:15","0","0","0","5048","4913","4488","20859","17327","12332"
"24.10.2019 23:15 - 24.10.2019 23:30","0","0","0","5030","4910","4467","20976","17513","12318"
"24.10.2019 23:30 - 24.10.2019 23:45","0","0","0","5045","4930","4481","21139","17734","12378"
"24.10.2019 23:45 - 25.10.2019 00:00","0","0","0","5057","4953","4515","21298","17944","12540"
"25.10.2019 00:00 - 25.10.2019 00:15","0","0","0","4756","4814","4523","18039","18177","12968"
"25.10.2019 00:15 - 25.10.2019 00:30","0","0","0","4715","4638","4328","18120","18091","12823"
"25.10.2019 00:30 - 25.10.2019 00:45","0","0","0","4714","4688","4316","18199","18149","12804"
"25.10.2019 00:45 - 25.10.2019 01:00","0","0","0","4696","4702","4340","18278","18313","12876"
"25.10.2019 01:00 - 25.10.2019 01:15","0","0","0","4695","4727","4330","18329","18387","12779"
"25.10.2019 01:15 - 25.10.2019 01:30","0","0","0","4710","4821","4427","18342","18504","12737"
"25.10.2019 01:30 - 25.10.2019 01:45","0","0","0","4724","4791","4441","18362","18407","12508"
"25.10.2019 01:45 - 25.10.2019 02:00","0","0","0","4738","4812","4460","18380","18395","12366"
"25.10.2019 02:00 - 25.10.2019 02:15","0","0","0","4742","4824","4472","18355","18360","12120"
"25.10.2019 02:15 - 25.10.2019 02:30","0","0","0","4753","4849","4498","18121","18103","11965"
"25.10.2019 02:30 - 25.10.2019 02:45","0","0","0","4762","4857","4524","17886","17923","11803"
"25.10.2019 02:45 - 25.10.2019 03:00","0","0","0","4768","4777","4428","17648","17556","11540"
"25.10.2019 03:00 - 25.10.2019 03:15","0","0","0","4773","4829","4402","17491","17152","11235"
"25.10.2019 03:15 - 25.10.2019 03:30","0","0","0","4777","4744","4329","17261","16739","10997"
"25.10.2019 03:30 - 25.10.2019 03:45","0","0","0","4783","4597","4128","17023","16401","10833"
"25.10.2019 03:45 - 25.10.2019 04:00","0","0","0","4783","4712","4107","16783","16024","10486"
"25.10.2019 04:00 - 25.10.2019 04:15","0","0","0","4789","4975","4239","16561","15747","10392"
"25.10.2019 04:15 - 25.10.2019 04:30","0","0","0","4821","5122","4315","16378","15634","10346"
"25.10.2019 04:30 - 25.10.2019 04:45","0","0","0","4850","5124","4293","16199","15534","10293"
"25.10.2019 04:45 - 25.10.2019 05:00","0","0","0","4881","5164","4333","16012","15508","10281"
"25.10.2019 05:00 - 25.10.2019 05:15","0","0","0","4920","5202","4336","15852","15301","10173"
"25.10.2019 05:15 - 25.10.2019 05:30","0","0","0","4973","5186","4318","15807","15327","10155"
"25.10.2019 05:30 - 25.10.2019 05:45","0","0","0","5046","5075","4230","15765","15623","10314"
"25.10.2019 05:45 - 25.10.2019 06:00","0","0","0","5078","5066","4233","15729","15869","10376"
"25.10.2019 06:00 - 25.10.2019 06:15","0","0","0","5106","5174","4327","15918","16316","10657"
"25.10.2019 06:15 - 25.10.2019 06:30","0","0","0","5134","5171","4295","15923","16534","10633"
"25.10.2019 06:30 - 25.10.2019 06:45","0","0","0","5161","5223","4334","15927","16984","10863"
"25.10.2019 06:45 - 25.10.2019 07:00","0","0","0","5188","5331","4431","15930","17238","11058"
"25.10.2019 07:00 - 25.10.2019 07:15","0","0","0","5210","5545","4588","15935","17383","11218"
"25.10.2019 07:15 - 25.10.2019 07:30","0","0","0","5227","5531","4602","15942","17625","11332"
"25.10.2019 07:30 - 25.10.2019 07:45","0","0","0","5245","5476","4544","15945","17621","11157"
"25.10.2019 07:45 - 25.10.2019 08:00","19","19","5","5259","5528","4560","15949","17605","11210"
"25.10.2019 08:00 - 25.10.2019 08:15","250","232","72","5267","5662","4559","15945","17718","11153"
"25.10.2019 08:15 - 25.10.2019 08:30","581","523","202","5263","5670","4559","15813","17724","11002"
"25.10.2019 08:30 - 25.10.2019 08:45","1018","922","378","5253","5670","4522","15685","17769","11125"
"25.10.2019 08:45 - 25.10.2019 09:00","1590","1560","684","5241","5685","4503","15562","17740","11127"
"25.10.2019 09:00 - 25.10.2019 09:15","2324","2326","1115","5231","5694","4529","15445","17708","11179"
"25.10.2019 09:15 - 25.10.2019 09:30","3185","3197","1641","5218","5706","4494","15278","17613","11148"
"25.10.2019 09:30 - 25.10.2019 09:45","4126","4156","2166","5194","5700","4434","15117","17520","10988"
"25.10.2019 09:45 - 25.10.2019 10:00","5149","5169","2765","5177","5714","4469","14971","17435","11043"
"25.10.2019 10:00 - 25.10.2019 10:15","6165","6191","3435","5160","5698","4481","14849","17334","10971"
"25.10.2019 10:15 - 25.10.2019 10:30","7184","7224","4024","5158","5712","4502","14836","17315","10796"
"25.10.2019 10:30 - 25.10.2019 10:45","8167","8233","4560","5156","5727","4528","14832","17317","10810"
"25.10.2019 10:45 - 25.10.2019 11:00","9097","9171","5119","5146","5740","4588","14847","17332","10977"
"25.10.2019 11:00 - 25.10.2019 11:15","9934","9996","5587","5137","5751","4592","14846","17344","11155"
"25.10.2019 11:15 - 25.10.2019 11:30","10700","10731","5980","5108","5718","4747","14844","17384","11107"
"25.10.2019 11:30 - 25.10.2019 11:45","11336","11361","6352","5074","5672","4714","14843","17425","11081"
"25.10.2019 11:45 - 25.10.2019 12:00","11949","11936","6697","5042","5634","4707","14844","17478","11268"
"25.10.2019 12:00 - 25.10.2019 12:15","12461","12407","6993","5015","5581","4691","14814","17516","11215"
"25.10.2019 12:15 - 25.10.2019 12:30","12854","12796","7200","5006","5526","4625","14627","17368","11177"
"25.10.2019 12:30 - 25.10.2019 12:45","13128","13026","7389","5014","5561","4572","14460","17300","11214"
"25.10.2019 12:45 - 25.10.2019 13:00","13341","13177","7514","4999","5508","4460","14271","17144","11228"
"25.10.2019 13:00 - 25.10.2019 13:15","13419","13250","7480","4988","5446","4401","14092","16984","11337"
"25.10.2019 13:15 - 25.10.2019 13:30","13367","13201","7529","4979","5363","4263","13892","16731","11347"
"25.10.2019 13:30 - 25.10.2019 13:45","13186","13029","7487","4966","5288","4216","13696","16477","11271"
"25.10.2019 13:45 - 25.10.2019 14:00","12992","12814","7386","4955","5212","4086","13477","16185","11212"
"25.10.2019 14:00 - 25.10.2019 14:15","12670","12743","7245","4939","4747","3970","13244","16220","11224"
"25.10.2019 14:15 - 25.10.2019 14:30","12276","12290","6950","4924","4695","4027","12905","15799","10918"
"25.10.2019 14:30 - 25.10.2019 14:45","11751","11716","6788","4925","4653","3921","12557","15367","10535"
"25.10.2019 14:45 - 25.10.2019 15:00","11111","11124","6538","4914","4593","3823","12216","14942","10083"
"25.10.2019 15:00 - 25.10.2019 15:15","10411","10422","6218","4904","4548","3599","11862","14442","9821"
"25.10.2019 15:15 - 25.10.2019 15:30","9621","9641","5895","4918","4550","3613","11476","13939","9615"
"25.10.2019 15:30 - 25.10.2019 15:45","8740","8763","5426","4926","4546","3660","11087","13431","9302"
"25.10.2019 15:45 - 25.10.2019 16:00","7840","7860","4867","4936","4539","3523","10698","12932","8911"
"25.10.2019 16:00 - 25.10.2019 16:15","6857","6868","4352","5066","4690","3599","10340","12343","8389"
"25.10.2019 16:15 - 25.10.2019 16:30","5820","5829","3655","5114","4708","3667","9930","11775","8057"
"25.10.2019 16:30 - 25.10.2019 16:45","4747","4745","2986","5169","4727","3629","9512","11205","7710"
"25.10.2019 16:45 - 25.10.2019 17:00","3751","3736","2349","5219","4742","3692","9098","10646","7367"
"25.10.2019 17:00 - 25.10.2019 17:15","2758","2724","1728","5271","4764","3815","8733","10153","7191"
"25.10.2019 17:15 - 25.10.2019 17:30","1822","1738","1082","5297","4809","3884","8788","10143","7065"
"25.10.2019 17:30 - 25.10.2019 17:45","996","920","542","5320","4860","4033","8857","10124","7140"
"25.10.2019 17:45 - 25.10.2019 18:00","442","382","203","5337","4903","4216","8916","10119","6960"
"25.10.2019 18:00 - 25.10.2019 18:15","112","104","52","5350","5128","4385","9028","10159","6970"
"25.10.2019 18:15 - 25.10.2019 18:30","0","0","0","5364","5163","4515","9296","10397","7192"
"25.10.2019 18:30 - 25.10.2019 18:45","0","0","0","5377","5194","4647","9574","10657","7500"
"25.10.2019 18:45 - 25.10.2019 19:00","0","0","0","5391","5224","4754","9856","10928","7818"
"25.10.2019 19:00 - 25.10.2019 19:15","0","0","0","5393","5246","4866","10185","11271","8339"
"25.10.2019 19:15 - 25.10.2019 19:30","0","0","0","5397","5276","4943","10598","11754","9076"
"25.10.2019 19:30 - 25.10.2019 19:45","0","0","0","5397","5300","5126","11018","12232","9777"
"25.10.2019 19:45 - 25.10.2019 20:00","0","0","0","5397","5331","5185","11437","12701","10544"
"25.10.2019 20:00 - 25.10.2019 20:15","0","0","0","5392","5342","5089","11879","13189","10842"
"25.10.2019 20:15 - 25.10.2019 20:30","0","0","0","5393","5369","5114","12438","13789","11195"
"25.10.2019 20:30 - 25.10.2019 20:45","0","0","0","5377","5380","5002","12994","14393","11731"
"25.10.2019 20:45 - 25.10.2019 21:00","0","0","0","5345","5377","4987","13520","14978","12084"
"25.10.2019 21:00 - 25.10.2019 21:15","0","0","0","5319","5376","4947","14083","15567","12572"
"25.10.2019 21:15 - 25.10.2019 21:30","0","0","0","5269","5360","4788","14654","16161","12744"
"25.10.2019 21:30 - 25.10.2019 21:45","0","0","0","5202","5324","4681","15203","16734","12990"
"25.10.2019 21:45 - 25.10.2019 22:00","0","0","0","5186","5338","4656","15815","17368","13622"
"25.10.2019 22:00 - 25.10.2019 22:15","0","0","0","5177","5360","4652","16228","17796","13862"
"25.10.2019 22:15 - 25.10.2019 22:30","0","0","0","5167","5370","4699","16752","18335","14251"
"25.10.2019 22:30 - 25.10.2019 22:45","0","0","0","5138","5366","4652","17262","18861","14508"
"25.10.2019 22:45 - 25.10.2019 23:00","0","0","0","5126","5377","4639","17766","19386","14690"
"25.10.2019 23:00 - 25.10.2019 23:15","0","0","0","5111","5381","4644","18259","19897","15016"
"25.10.2019 23:15 - 25.10.2019 23:30","0","0","0","5130","5395","4625","18614","20217","15078"
"25.10.2019 23:30 - 25.10.2019 23:45","0","0","0","5127","5389","4632","18977","20544","15131"
"25.10.2019 23:45 - 26.10.2019 00:00","0","0","0","5135","5394","4494","19345","20862","15130"
"26.10.2019 00:00 - 26.10.2019 00:15","0","0","0","5526","5277","4428","21614","23213","15298"
"26.10.2019 00:15 - 26.10.2019 00:30","0","0","0","5508","5077","4229","21845","23415","15303"
"26.10.2019 00:30 - 26.10.2019 00:45","0","0","0","5506","4983","4122","22065","23763","15577"
"26.10.2019 00:45 - 26.10.2019 01:00","0","0","0","5502","4977","4075","22291","23924","15649"
"26.10.2019 01:00 - 26.10.2019 01:15","0","0","0","5497","4985","4072","22503","24072","15879"
"26.10.2019 01:15 - 26.10.2019 01:30","0","0","0","5503","5017","4106","22693","24327","16056"
"26.10.2019 01:30 - 26.10.2019 01:45","0","0","0","5507","4987","4065","22888","24511","16140"
"26.10.2019 01:45 - 26.10.2019 02:00","0","0","0","5464","4897","3951","23021","24529","16156"
"26.10.2019 02:00 - 26.10.2019 02:15","0","0","0","5463","4765","3823","23214","24629","16178"
"26.10.2019 02:15 - 26.10.2019 02:30","0","0","0","5452","4779","3835","23319","24667","16174"
"26.10.2019 02:30 - 26.10.2019 02:45","0","0","0","5440","4741","3787","23422","24741","16271"
"26.10.2019 02:45 - 26.10.2019 03:00","0","0","0","5430","4816","3854","23523","24798","16307"
"26.10.2019 03:00 - 26.10.2019 03:15","0","0","0","5418","4766","3797","23653","24739","16205"
"26.10.2019 03:15 - 26.10.2019 03:30","0","0","0","5408","4820","3849","23758","24678","16061"
"26.10.2019 03:30 - 26.10.2019 03:45","0","0","0","5405","4829","3856","23863","24381","15784"
"26.10.2019 03:45 - 26.10.2019 04:00","0","0","0","5410","4925","3950","23961","24450","15703"
"26.10.2019 04:00 - 26.10.2019 04:15","0","0","0","5410","5011","4034","24043","24468","15772"
